,Chistes,id
854,Estaba haciendo un árbol genealógico y se me ocurrió ponerles caras XD,2861
855,"Mi perro hace cualquier cosa, mi viejo: es bien inteligente verdad?",2862
856,Hablo: la cago no hablo: la cago voy al baño: no cago,2863
857,El salario de un niñero de estados unidos es más grande que el salario de un ingeniero de latinoamérica,2864
858,"A la mierda los niveles de poder, puede tu antagonista favorito vencer a coraje?",2865
859,"Pongo un tema de los años 80 en youtube, los comentarios: esto si era música no como el reggaeton de ahorita",2866
860,Yo viajando al pasado pa decirle a Jesus que un tan judas se le va a virar,2867
861,Cuando te toca trabajar con el pendejo del salón: Ahora la pokefilia es canon,2868
862,Fans de Pokemon escribiendo las mayores cochinadas y atrocidades más enfermizas que existen los mismos fans después de leer la filtración: quién hizo esa diablura?,2869
863,Esta pintura define totalmente cómo me siento: quiero dinero,2870
864,Estoy coqueteándole a la mesera bonita del restaurante y mi compa me pregunta si nos regala una bolsa para llevar los huesos.,2871
865,La carrera de ingeniería diseñada para durar 9 semestres y llevo 13 semestres,2872
866,"El abecedario es cosa de niños, el abecedario que yo y mi pana usamos: demoniaco",2873
867,Se andan cogiendo a los curiosos: Por qué?,2874
868,Mmmm que rico pollo Otra vez venis drogado pendejito? Drogado? Que te pasa vieja estoy comiendo pollo y venis a bardiar Estas comiendo sorete pelotudo,2875
869,"Es la turbina más rara de todas: el meme de la turbina editado por artesanos de la turbina, exclusivos del medio de la turbina",2876
870,"Dans del doblaje cuando un actor de doblaje sustituye a otro más veterano: Muchachos, haganle bullying hasta que se suicide",2877
871,"Paso a visitarte, más vale que no estés romantizando tu melancólica soledad",2878
872,Flinn Loco viendo como lo llamaron en la traducción latina: Me llamaron loco,2879
873,Phoenix! Le ganaste a Leto como el peor Joker,2880
874,When saludas a tu amiga trans: que transa xdxdxdxd,2881
875,Uno ya no puede salir a comer tranquilamente porque nunca falta el pedazo de renacentista que se pone a pintar a la gente (no se van a poder mover en 12 horas),2882
876,"Este conchetumare salio del agua y ahora tengo la gracia de poder comer empanada, choripán y curarmme raja con una réplica que cosa más rica gracias",2883
877,Por qué mi teléfono aguanta un video de GTA V y no lo puedo jugar?,2884
878,El campesino que se le murió toda su familia en la tormenta viendo que le ponen el nombre de una tragerdia a la princesa que nació comoda en el palacio:,2885
879,"Culiaos en batallas de freestyle ser como: me culie a tu vieja, a tu prima, a ru abuela a tu tía",2886
880,Mis amigos y yo espantando viejas con nuestro conocimiento en videojuegos: Celeste es sobre muchas cosas…,2887
881,Los weyes que fueron a ver Joker 2: Mejor hubieramos ido a ver el Robot Salvaje,2888
882,"El novio de mi mamá me retó a jugar crash nitro kart, pensó que iba a ganar, le metí una humillada. Pero se cogió a tu mamá",2889
883,Cuando juntas el gore sin sentido con las mejores mecánicas de un juego de peleas: A eso se le llama mortal kombat,2890
884,Fans de Yakuza durante las cinemáticas: Oh la novela,2891
885,Los Xmen desaparecen un día de la mansión. Wolverine: Ayer derroté a todos los villanos,2892
886,"Señores pasajeros, mi intención no es molestarlos: *Molesta*",2893
887,Yo escribiendo mi testamento porque me dio gripe,2894
888,"Pasan la repetición de otro gol, mi abuela: Otro?",2895
889,Cuando el narco que balacearon sigue molestando después de su muerte;,2896
890,"Terminé con mi novia mamá, menos mal hijo viene diciembre y esa muchacha tiene 4 hijos que no son tuyos",2897
891,Equipo de heroes existe. El lider: chicos sigan el plan y los salvaremos a todos,2898
892,Me compro unas papas. Mi compa que en toda su vida nunca invitó: Me das?,2899
893,"Soy policía y el 80% de mi duelo se va a una pensiòn de alimentos, estoy pasando a 3 madres diferentes, puedo hacer algo al respecto? La vasectomía",2900
894,"Hacer el mejor diseño de princesa en hora de aventura, jamás usarlo, no tiene interacción y solo está de fondo",2901
895,Mi sobrino desbloquea una tablet. Un don de la nada: Estos niños ya vienen con el chip vea,2902
896,"No todos los demonios tienen cuernos, muchos tienen delineador",2903
897,"Siento que las cucarachas blancas son más limpias que las cafés, me pasa lo mismo pero con las personas",2904
898,Cuando te preguntan donde ver The Boys: En amazon Prime,2905
899,"No seas tan duro contigo mismo, literal hay weyes que se la pasan viendo videos de cómo ser un macho alfa",2906
900,"Hey, me das odorante? Si tengo otaku que quiere ser mangaka o estudiante de bellas artes",2907
901,Ari y Juan se separan. Gente con estudios: No encuentro trabajo estable,2908
902,Cuando le preguntan su tipo de fan al SOLO DAMAS,2909
903,"Tu merecías ser feliz y tener una familia. Ponte a entrenar mandilón, das asco",2910
904,"Pibitos católicos cuando les dices que ser católicos significa ir a misa, confesarse y no solo postear sobre las cruzadas en internet",2911
905,E we este miercoles de ceniza cae viernes 13? Como va a caer viernes 13 animal,2912
906,"Mi abuelo lleno de plomo, mi papá lleno de asbesto, yo lleno de microplásticos",2913
907,Hombres borrachos: tristes. Mujeres borrachas: Quiero destruir Israel,2914
908,"Por fin hemos creado el arma más poderosa del mundo, a Japón le metieron 2 de esas y ya es potencia mundial",2915
909,"Cuando mi esposa pide pizza pero yo escucho ""si si, sin pepperoni extra, si, la pizza está armada""",2916
910,"*Inquisición española existe* La realidad: Josué de las Rosas, estas brujas son puras viejas vende humo",2917
911,When estas apunto de convertirte en zombie but te acuerdas de la ley y el orden hizo un episodio donde terroristas gamers secuestraban mujeres gamers,2918
912,Alguien vio esto y dijo: hay que destruirlo todo y construir una colonia con ttechos de lámina,2919
913,Man como te vas a llevar materias sos boludo dejalas en la escuela y listo ,2920
914,No se ustedes pero esta no es la vida que planee cuando tenía 8 años,2921
915,Estoy tan feliz que si me echo un pedo sale confeti,2922
916,Ola quieres ser mi amigo Ventajas: tendrás un amigo Desventajas: seré yo,2923
917,Si tienes una duda preguntale al 2 o al 3 porque el 1 nunca sabe,2924
918,"Mi mamá me dio la vida, Perú las ganas de vivirla",2925
919,"Podré ser feo, inseguro, intenso, con temor al rechazo, timido, sin amigos, aburrido",2926
920,Siempre es mejor vivir con un lobo que siempre será lobo que con un sapo que se convertirá en un asqueroso sapo,2927
921,"Podré ser alto y seguro moriré sin haber tenido una novia, pero yo no les digo demonios defectos de personalidad",2928
922,Si alguna vez sientes que desperdiciaste su visa acuerdate que hay gente que vio animes enteros porque eran famosos y no por gusto,2929
923,"El planeta te daría las gracias si no contaminases con tu hedor, así que duchate Otaku",2930
924,"Con que eres autosexual, ahora entiendo por qué tantos autos con el tubo de escape averiado",2931
925,¿Qué te sientes hombre o mujer? Deja de decir sandeces y sientate en una silla o en un sofa imbécil,2932
926,Pareciera que hoy me levanté con el pie izquierdo porque es el único que tengo,2933
927,Las personas que miden menos de 1.60 como bajan de la cama por las mañanas? En paracaidas?,2934
928,Si tengo 10 gomitas las 10 son mías porque ps no mames comprate las tuyas,2935
929,A ver flaco que mierda dijiste de las lentejas de mi vieja?,2936
930,"Los ateos que dicen adios y no aciencia, en fin la hipocondría",2937
931,Creo que mi crush es estadounidense porque solo me USA,2938
932,Yo buscando el que se está gastando mi dinero a lo menso:,2939
933,El anime es un invento del gobierno para ahorrar agua,2940
934,Y el otro día fui a un restaurante con mi novia y me dijeron que los menores de 10 años comen gratis,2941
935,"Te voy a dar un beso, si no me lo devuelves no hay problema",2942
936,Yo no puedo valer verga porque si yo valiera verga entonces tendría algún tipo de valor y yo no valgo nada jajaja asies,2943
937,"Me gustas, pero primero quiero saber si yo te gusto, porque si no te gusto entonces tu tampoco me gustas",2944
938,Ventajas de salir conmigo: Porfavor,2945
939,Creo que me estoy quedando ciego porque no vi cuando te pregunte,2946
940,"Para mi, no hay mejor papel higiénico que tu opinión",2947
941,"Estoy triste, pasen su tarjeta de crédito",2948
942,"Ya falta poco para que el año acabe, conmigo",2949
943,"La vida sexual es como un ferrari, no tengo ferrari",2950
944,"Dios mio, dame fuerzas para bañarme",2951
945,Mi meta no es ser la tía a la que los sobrinos le ocultan los estados,2952
946,A qué te dedicas? Soy tráficante de organos. No tienes corazón. Me llega el jueves,2953
947,La única imperfección de mi cara es mi cara,2954
948,Otra vez en el colegio por culpa de 2 personas que no usaron condon,2955
949,Odio a la gente que usa palabras que no saben que significa solo para verse más fotosintesis,2956
950,"A veces indirectas, a veces solo publicaciones, para que sepan",2957
951,"Si me ven en la calle no sean tímidos, atropellenme",2958
952,No entiendo por qué la gente odia los lunes si todos los días son igual de miserables,2959
953,El desayuno se toma mirando a punto fijo y odiando haber nacido,2960
954,Ustedes me ven normal pero yo le digo callate a los anuncios de youtube antes de quitarlos,2961
955,"Si la paja te la haces por la mañana como se llama? Porq vladimit no puede ser porque no te vas a dormir, sería algo así como Baltasar una paja y a desayunar",2962
956,Típico vas caminando por la calle y te dan ganas de medir un árbol con las razones trigonométricas,2963
957,A mi no me digas NAH porque pienso que dices Hidruro de sodio y empiezo a creer que hay química entre nosotros,2964
958,"No vivas del que dirán vive del ""y a mi que chucha""",2965
959,No manden eso mi vieja me revisa el celular,2966
960,"Que xd usas según la ciencia: Tengo diarrea cada 2 minutos, necesito comer, llevo un mes sin tocar un vaso de aguaa, tengo problemas familiares y están por echarme de la casa",2967
961,Tu mama tuvo gemelos y tiro uno porque le salio repetido,2968
962,"Recuerda que la vida es bella, lo feo es uno",2969
963,Insultos que tendrán más peso en generaciones futuras: Tu papá se creía poeta maldito,2970
964,Insultos que tendrán más peso en generaciones futuras: Tu papá descargaba batallas de rap como si fueran música,2971
965,Insultos que tendrán más peso en generaciones futuras: Tu mamá se enamoraba de personajes de anime,2972
966,Insultos que tendrán más peso en generaciones futuras: Tus papás le pagaron la última hipoteca a Tom Nook,2973
967,Insultos que tendrán más peso en generaciones futuras: Tu papá lloraba porque abuchearon a Messi,2974
968,Insultos que tendrán más peso en generaciones futuras: Tu papá reprobó en linea,2975
969,Insultos que tendrán más peso en generaciones futuras: Tus papás hicieron fila por un tulipán,2976
970,Insultos que tendrán más peso en generaciones futuras: A tu equipo le hizo un gol pikachu,2977
971,Insultos que tendrán más peso en generaciones futuras: Tu papá le hizo una casa a tu mamá en maincra,2978
972,Insultos que tendrán más peso en generaciones futuras: A tu club lo salvó maratea,2979
973,Insultos que tendrán más peso en generaciones futuras: Tu papá decía ser pro aborto para culiar,2980
974,Insultos que tendrán más peso en generaciones futuras: JAJAJAJ te empató alianza lima,2981
975,Insultos que tendrán más peso en generaciones futuras: Tu papá tenía una pagina de memes,2982
976,Tu papá usaba memes de tu papá usaba,2983
977,"Lo hice por mi complejo de papá consentidor, no me debes nada",2984
978,"La Switch 2 se anunciará el mes siguiente, o el siguiente, o el siguiente, o el siguiente, o el sig-",2985
979,La trama de sonic: que bonita vecindad. La subtrama de shadow: te vamos a matar,2986
980,Mi alarma cuando se entere que hace 10 años emulé Ocarina of Time,2987
981,Un gran ejemplo de mejora en PS5 Pro: Un gran cambio,2988
982,Cuando tengo problemas: Mi problema con los exclusivos Cuando no tengo problemas: Por qué Mario funciona y las otras mascota no?,2989
983,Sobreviví a septiembre por fin puedo descansar: Octubre!,2990
984,Pero la de trabajar no te la sabes?,2991
985,Y la de ponerla no te la sabes?,2992
986,Y la de callarte tantito no te la sabes?,2993
987,Y la iniciativa de chambiar no te la sabes?,2994
988,Una serie *tiene 7 personajes*. Youtube del 2012: Representan a los 7 pecados capitales,2995
989," - Por favor amor, es solo un partido. - Perdió bokita perdió la familia me dejas pocas opciones.",2996
990,"No te muevas, tienes un mosquito en la cabeza: *Le pega una patada en la cabeza*",2997
991,¿Veneco? Prefiero el término superior,2998
992,"Solo uno, solo pido que uno de estos inútiles me de un buen pase",2999
993,Fandom de Sherlock Holmes en 1983: Hay que mandarle amenazas de muerte al autor porque no me gusta el final de la obra,3000
994,Conclusión de Joker 2: Desde que fui a Perú que no veía algo tan horrible en mi vida,3001
995,"Vegano. Ingredientes: Agua, aceite de coco, proteína de arroz. Animal. Ingredientes: Foto de un gato",3002
996,"Kakaroto, ese tal saitama resultó ser muy poderoso. Pero Vegeta, ese es el ciclista sin licencia",3003
997,"No mi ñaño, hay mucha desinformación acerca de la hierba, te hace más daño que un tomate por todo el químico que tiene",3004
998,Yo con 2 horas de sueño y en ayunas teniendo alucinaciones a las onomatopeyas de la familia pelucje: Brrrr Ahhh Queee?,3005
999,"Japoneses escribiendo finales bostezan, ahhh pero para sexualizar menores.",3006
1000,papá papá porque yo soy tan tonto? que  que que!,3007
1001,a ver hijo comete la sopa de fideos y  fideos se quedó sin sopa,3008
1002,"mamá te amo, ahí yo también mi cielo pero  dice lo también a tu papi para que se  ponga contento, papá papá amo a mi mami",3009
1003,esto es un escarabajo y esto es una  escararriba,3010
1004,"chicos yo cuando sea grande quiero ser  astronauta para viajar a marte, ay si yo  voy a viajar a la luna, bueno yo me voy  más lejos todavía yo voy a viajar al sol  no porque si vas al sol te quemas",3011
1005,"mamá mamá en el colegio me dicen ovejas,  ay mi niño y por que? no seee behhh",3012
1006,mamá mamá en la escuela me dicen dientón  ay qué mal mi hijo pero  ya cierra la boca  que me rayas la mesa,3013
1007,cuál es el colmo de 'batman' pues que  lo robin,3014
1008,"mamá mamá puedo ir a una fiesta de 15  años,  uy no hijo esa fiesta es muy larga",3015
1009,como maldice un pollito a otro? caldito  seas,3016
1010,"a verme min vamos a practicar las  matemáticas contesta rápido cuanto es 2  3? 4, pero como va a ser 4 si es 5, ah  papá usted me pidió velocidad no  precisión",3017
1011,que guarda darth vader en la nevera? helado oscuro,3018
1012,te copiaste de juan en el examen? a ver y  usted como lo sabe profesora porque las  primeras cuatro preguntas la contestaste  igual que él y en la número cinco el  puso no la sé y tú pusiste yo tampoco,3019
1013,"van dos viejitos ciegos caminando: ay  qué calor ojalá yo viera,ay manolo ojalá  yo viera también",3020
1014,"memín cómo te fue en la escuela? hoy  mucho bien papá aprendí a escribir, hoy  que escribiste? bueno no sé todavía no  aprendo a leer",3021
1015,qué le dice una uva verde a otra morada ?  respira idiota respira,3022
1016,"memín ayúdame con mi tarea por favor,  me preguntan qué es una sandía? pero eso es facilitó, ese es el santo  de las frutas san día",3023
1017,buenas tardes señor le cortó la pizza en  cuatro u ocho pedazos? en cuatro no  creo que me pueda comer 8,3024
1018,cuál es el colmo de un peluquero? puede  perder el tren por un pelito,3025
1019,por que un boliqueso? se hizo la lipo  porque quería hacer cheestres (chistes),3026
1020,que pesa más un bebé de 3 kilos o un  pájaro de 3 kilos? pues el pájaro porque  pesa 3 y pico,3027
1021,"mamá mamá en el colegio me dicen doritos,  no les hagas caso, nacho!",3028
1022,no pasa nada y nada se quedó sin pasar,3029
1023,Que le dice una piedra otra? la vida es  muy dura,3030
1024,qué le dice un árbol a otro? oye nos  dejaron plantados,3031
1025,"cómo te fue en los exámenes?  mamá me fue como en el polo norte, todo bajo cero",3032
1026,papá en la puerta hay un hombre  preguntando por un bus y que le dijiste?  que estaba ocupado,3033
1027,"mamá mamá en el colegio me dicen  terminator, ay mi hijito y que les dijiste?  hasta la vista baby",3034
1028,"se encuentran una cría de gato y de  tigre en la pradera: tú que eres? gatito y  tú? tigrito,  ay no me grites",3035
1029,"cual es el resumen mas corto de la segunda guerra mundial? ayyy, me dispararoooon (pim pim pum pum pam)",3036
1030,era una niña tan fea pero tan fea que  cuando quería saber cómo se veía le  preguntaba a su perro porque siempre le  decía wow,3037
1031,"niños este es un nuevo compañero a ver  háblanos un poco de ti ,hola soy manolo  la verdad soy muy distraído y fui una  mariposa",3038
1032,cuál es el colmo de los colmos? pues que  un mudo le diga a un sordo que un ciego  lo estaba mirando,3039
1033,qué hace un hombre con un pote de  ketchup en la oreja? pues escuchando  salsa,3040
1034,niños no juguéis con fuego y fuego se  quedó sin amigos,3041
1035,y va un hombre pasando por al lado de un  colegio y escucha a los niños gritando:  ocho idiotas! ocho idiotas! ocho idiotas! y  por la curiosidad se asoma para ver qué  están haciendo los niños y en eso le  meten una pedrada en la cabeza y dicen:  nueve idiotas! nueve idiotas !,3042
1036,"cuál es tu verdura favorita?  la zanahoria, y la podrías deletrear> a  nono profe el apio",3043
1037,cuál es el colmo de un jardinero? pues  que tengo una novia que se llame rosa y  lo deje plantado,3044
1038,estaban dos pelados discutiendo en un  bar vamos a pelear pues ándale pero sin  tirarnos del pelo,3045
1039,"quiero comprar unos lentes! lentes para  el sol? no, no para el sol no, para mí",3046
1040,era un niño tan feo pero tan feo que  cuando nació al médico dijo: señora lo  siento mucho hice todo lo que pude pero  al final ha conseguido salir,3047
1041,mamá mamá llévame al circo! no no de eso  nada mío el que quiera verte que venga  aquí a la casa,3048
1042,"amorcito que me vas a regalar de  cumpleaños? ves ese carro de ahí mi amor?  si, pues una licuadora de ese mismo color",3049
1043,por que la familia kellogs está de luto?  porque chocó krispis,3050
1044,qué le dice una silla rica a una silla?  pobre pobre silla,3051
1045,"llega un señor a la parada del autobús y  ve a un hombre con dos plátanos en las  orejas y como lo ve tan curioso le  pregunta disculpe señor porque lleva dos  plátanos en las orejas, que que porque  lleva dos plátanos en las orejas, que que  porque lleva dos plátanos en las orejas,  perdone pero es que con estos plátanos  en las orejas no escucho nada",3052
1046,señora por misericordia unas moneditas (foto de mendigo triste pixelado),3053
1047,había un avestruz y este es el delfín,3054
1048,"Hace unos dias ví a mis padres follando, la verdad es que fué muy incomodo, principalmente porque era la primera vez que participaba en un trío.",3055
1049,Violar a una prostituta contaría como simpa?,3056
1050,"Todos me llaman machista por hacer chistes sobre las mujeres, lo que no saben es que yo he hecho un montón de cosas por las mujeres, he salvado a muchas mujeres de ser violadas. Con autocontrol.",3057
1051,Yo: Hago bromas sobre Isabel II. Un random: Eres un maleducado barriobajero.,3058
1052,"Entra un africano a una facultad de medicina y le pregunta el profesor: -Que rama vas a escoger? Y contesta el africano: -Rama no, prefiero una silla.",3059
1053,"El problema no es que el sida no tiene cura, el problema es cuando el cura tiene sida",3060
1054,Sabéis como se llama la película de 4 estudiantes americanos emos? Escuadrón suicida.,3061
1055,"9 de cada 10 niños africanos, perdón digo, 8 de cada 10 niñ… digo 7 de cada 10…",3062
1056,Cual es el colmo de  un tajín? que pique y no sea acido,3063
1057,Saben porque los negros deben llevar cascabel? Porque los ciegos también tienen derecho a pegarles.,3064
1058,Que tienen las mujeres una vez al mes y les dura 3 o 4 dias? El sueldo del marido.,3065
1059,Por que en Africa no llevan regalos de navidad? Porque están en la lista negra.,3066
1060,Cual es el colmo de una persona? Ser gay,3067
1061,Cual es el juguete que jamás encontrarán en Africa? La pistola de agua.,3068
1062,Cada atentado en París lo voy a celebrar como un gol de benzema,3069
1063,"Sabéis la diferencia entre follarse una lechuga y un bebé? Yo tampoco, porque nunca me he follado una lechuga.",3070
1064,Hay una gran diferencia entre la vacunación con aguja larga y aguja corta. La corta no hace daño y la larga te la tragas.,3071
1065,No tengo muchas fotos de yo de pequeño con mis hermanas. Se quemaron cuando hubo un incendio en casa. Pero al menos conservo las fotos.,3072
1066,4 pixeles,3073
1067,8 pixeles,3074
1068,16 pixeles de tonos azules,3075
1069,"Va a tener que tomar estas pastillas por el resto de su vida. -Gracias doctor, pero solo hay dos pastillas.",3076
1070,Cual es la diferencia entre Vinicius y un gorila? Que el gorila no se ilusiona tan fácil,3077
1071,Para que la gallina cruzo la calle? Para culiarse un gato,3078
1072,"Sabías que el 33% de la Salchicha, es Sal?",3079
1073,Había un perro que se llamaba pa fuera y entonces el dueño dijo pa dentro pa fuera y el perro se murió,3080
1074,"Yo tenia un perro llamado pan, se durmió y al siguiente día amaneció tieso",3081
1075,¿Por qué el papa murió con la boca abierta?  Porque murió esperando la venida del señor,3082
1076,¿Cómo llamas a un perro sin patas?  No lo llamas porque no va a venir,3083
1077,Por que los negros no van al cielo?  Porque se nubla!!!,3084
1078,Porque la escoba esta feliz?? Porque estaba riendo,3085
1079,¿Que hace una vaca debajo de un nido?  Haciendo leche nido,3086
1080,Cual es la diferencia entre una bicicleta y un negro? que la bici no llora cuando le ponen las cadenas xDDD,3087
1081,Cuál es el corte de pelo más caro?  la quimioterapia,3088
1082,Mi pito estaba en el libro de los Record Guinness hasta que la bibliotecaria llegó y me dijo que lo quitara de ahí!!!,3089
1083,Que le dice el uno al diez. Tienes que ser SINCERO para ser como yo,3090
1084,"Había una vez un perro llamado pegamento, se cayó y se pegó",3091
1085,¿Que es cafe y rima con snoop?  Dr. Dre,3092
1086,"¿Cuál es la diferencia entre una pizza y un judío?. Cuando metes la pizza al horno, no grita.",3093
1087,Mi abuelo era nazi 😹 (gato pixelado),3094
1088,"Que hace un perro con un taladro? No se, era una pregunta",3095
1089,Hijo:Mamá mamá en la escuela me dicen joto. Mamá: A ver siéntate y cuéntame quien Hijo: ayy no porque me duele el culo!,3096
1090,"Un camionero entra en un “teibol” saca 500 dólares y dice tráiganme a la mujer mas fea que tengan y un sándwich de queso. La dueña del lugar le dice: con ese dinero te consigo una de las mejores de aqui. el hombre responde: no estoy caliente, extraño mi familia",3097
1091,¿Qué parte de un vegetal no te comerias?  La silla de ruedas,3098
1092,¿Qué le dijo un pato a otro pato? -Estamos empatados,3099
1093,¿Que hace una vaca con los ojos cerrados?  Leche concentrada.,3100
1094,Como seria un mundo sin hombres? Las mujeres se matarían porque no tendrían a quien culpar por sus problemas,3101
1095,¿Que es una bodega?  La mamá de los bodeguitos,3102
1096,Por que los geis se llaman discos rallados? Por que no se puede reproducir,3103
1097,Porque se murió el libro de matemáticas:porque tenía muchos problemas,3104
1098,Que le dice un gay a una mujer? Somos iguales de maricas,3105
1099,"¿Los que tienen Claro Video, son clarividentes?",3106
1100,Porque hay una niña de silla de ruedas en un incendio?  Hotwheels,3107
1101,VAN DOS VIEJAS ZORRAS EN UNA MOTO Y SE CAE TU MAMA procede a reirse con voz de loquendo,3108
1102,Este era niño que se llamaba resistol se cayó y se pegó,3109
1103,Como se llamaría eso tilín si fuera un lácteo? Eso quesin,3110
1104,Cómo dice quiero ir a el baño el hijo de un matematico?... Papá papá 3.1416 3.1416,3111
1105,Los derechos de las mujeres,3112
1106,auronplay si fuera taxista: ¡CONDUZCAN!😂😂😂😂😂🤣,3113
1107,me pasas la sal?  querras decir cloruro de sodio jajajajaja,3114
1108,"Entra un hombre estadunidense, un hombre chino y un hombre negro, los 3 tienen una orgia gay",3115
1109,¿que le dijo una cuchara a otra cuchara?  cucharando,3116
1110,Entra una un desarmador a un bar y el cantinero le dice — Hay un trago que se llama como tú —¿Hay un trago que se llama Pablo?,3117
1111,"Papá: hijo ¿Qué haces conversando con la caja de zapatos?  Hijo: Pero es que papa ahí dice ""Converse""",3118
1112,Que es más probable de encontrar un marciano o una mujer inteligente? Un marciano porque de esos almenos hay en las películas,3119
1113,Un colombiano se espanta porque tiene diarrea y piensa que se está derritiendo.,3120
1114,"-¿Por qué se cayó el niño del columpio? -Porque no tenía manos -Y, ¿por qué se volvió a caer? -Porque lo volvieron a subir",3121
1115,Habia una vez.... truz,3122
1116,¿Qué le dijo una llama a otra?  Estás en llamas,3123
1117,Por qué la niña se cayó del columpio -por que no tenía manitas Por qué se volvió a caer -por que se volvió a subir,3124
1118,que le dice un hambriento a otro hambriento    Destornillador marca Philips de base plástica cubierta con resina epóxica y acabados de franja amarilla punta plana de 1cm a base de hierro,3125
1119,Que es un hombre que da vueltas en circulos y se cree mujer?  es un trans-tornado,3126
1120,Indique con una leve sonrisa si alguna vez le han roto el culo,3127
1121,Por qué Jesús no corta con su novia?  Por qué está bien clavado,3128
1122,Van dos putas en una moto y se cae la de en medio,3129
1123,Habia una vez un pingüino llego otro y eran dos,3130
1124,Habia una vez un gato llego otro y eran dos,3131
1125,Habia una vez un perro llego otro y eran dos,3132
1126,Que hace un cura en una guardería?  Una despedida de soltero,3133
1127,Tu mamá.,3134
1128,Había un perro que se llamaba chiste. Se murió y se acabó el chiste.,3135
1129,La puse :(,3136
1130,令人震驚 (foto pixelada de chino),3137
1131,Cual es la vena mas grande?  La avena quaker por que entra por la boca y sale por la cola!,3138
1132,Que le dice un pez a otro pez?  Q PEX 😜🤙,3139
1133,No importa el tamaño del pájaro sino que tan duro le des a la cerda.-Angry birds,3140
1134,Porque tiene miedo el calendario?  PORQUE TIENE LOS DIAS CONTADOS!,3141
1135,El ser humano es perfecto pero la excepcion tiene la regla,3142
1136,"Había dos amigos, Melón y Melames, entre los dos se comieron un pollo, melón se comió a tu jefa, y me lames el pescuezo... A no, cómo era(?)",3143
1137,Ñ,3144
1138,Por que hay rejas en los cementerios? Por que la gente se muere por entrar,3145
1139,Pepito se va a la tienda y le muerde una vaca,3146
1140,Por qué se callo la niñita del columpio Por qué no tenía bracitos Y por qué volvió a caer Pues por qué la volvieron a subir XD,3147
1141,En qué se parece la vieja del Will Smith a mis huevos? En qué solo tenemos tres pinches pelos xDxDxDxDxD  -Loquendo del MAAU,3148
1142,Cual es el animal que es dos veces animal? El gato. Porque araña,3149
1143,"Nuevo león quería ser un estado independiente y autosustentable, y ahora no tiene agua v:",3150
1144,Van 3 payasos en una moto roja y se cae tu puta madre,3151
1145,Cuál es el pan más sordo El pan...que?,3152
1146,Saben qué es curioso??😳  Jorge 🐒,3153
1147,"-¿A que te dedicas?  -Soy rockero  -wow,¿cantas o tocas la guitarra en una banda?  -No,junto rocas y las vendo",3154
1148,"Que dice una pared a otra, nos vemos en la esquina",3155
1149,¿Saben qué pasaría si la tierra fuera un cubo?  Entonces todos seríamos cubanos 😹,3156
1150,¿Qué le dijo un ganzo a la ganza? Venganza XD,3157
1151,Chiste chiste  ¿Por que las hormigas no cruzan el puente?  ....  Por que le tienen miedo al hormigón,3158
1152,habia una ves un niño y se murio fin,3159
1153,"Amor, ¿crees que soy muy bajita? Pues, tienes una estatura común. ¿De veras? Sí, comunduende.",3160
1154,Cuál es el animal que después de muerto sigue dando vueltas...? R: el pollo asado,3161
1155,Si late fuera un condón: latex,3162
1156,Un perrito se llamaba goma un día se rasco y se borró,3163
1157,-Por que los peces no van a la escuela? -Porque se le mojan los libros,3164
1158,Que le dijo el pepe a ete sech? El pepe ete seeeeech ahora todo cambio,3165
1159,"Cual es la diferencia entre un avión un foco y un tornillo?  El avión vuela, el foco ilumina, y ...",3166
1160,Sabeis lo que hace un taco en la mesa ? Tacomiendo,3167
1161,"Que cosa tienen en comun un ""ingeniero"" industrial y un niño disfrazado de policia, ambos quieren ser cosas que no son",3168
1162,"-¡Comandante, encontré diarrea junto al cadáver! -¿Y eso qué significa? -Que el asesino anda suelto",3169
1163,"Le dice un loco a otro loco: -¿Qué haces? -Una carta -¿Y para quién es? -Para mí mismo -¿Y qué dice? ¡No sé, me llega mañana!",3170
1164,"Voy al doctor, el doctor me empuja. ¿Cuánto mido?",3171
1165,Cual es el animal más estúpido de la selva? -El oso polar,3172
1166,¿Cómo se dice naufrago en chino? Chin chu lancha,3173
1167,"-Francisco, llama al niño pa dentro -Juliᵃᵃᵃᵃᵃᵃᵃⁿ",3174
1168,"Eso eran dos amigos en un bar y uno le dice al otro : le estoy enseñando trucos nuevos a mi perro en un par se semanas te los enseñare… A las dos semanas se vuelven a juntar y le pregunta por el perro a lo cual el dueño les responde , el cabron aprendio a sentarse , a rodar , a dar la pata y a la que se acostumbro a no comer va y se muere el cabron",3175
1169,Por que le pato le pego al perro ? Porque andaba en 4 patas,3176
1170,Había una vez un tipo tan pero tan tan que se volvió campana,3177
1171,-oye -que? -so,3178
1172,"Un mexicano un chino y un estadounidense entran a un bar, el chiste es que no hay uno",3179
1173,Que le dijo una tabla a otra tabla?  Tabla tu mama,3180
1174,Cual es la diferencia entre un costeño y un burro? Que la burra si quería con el burro,3181
1175,"Primer acto: pasa un camion de limón y atropellar a varias personas Segundo acto: pasa el mismo camión de limón y atropella a otras varias personas. Tercer acto: pasa el mismo camión y atropella a más personas. Cómo se llama la obra, la arrolladora banda el limón",3182
1176,"Mi vida  Además a eso, una uvapasa y la otra le dice Adiós.",3183
1177,"Había una vez un pollito que respiraba por el ano, una vez se sentó y se murió",3184
