Chistes,id
"Mamita, si las uvas son negras ¿Por qué estás están rojas? Mijito porque están verdes.",2491
"Mi esposa decía que estaba bueno mientras me colocaba un boxer, y me sentí muy bien porque hace mucho no me lo decía, pero la verdad fue que se refería a que ""Estaba bueno... que cambiara de boxer de vez en cuando"" Allí me sentí un chiste estúpido. Gracias",2492
Una nube entra a una peluquería y dice: - por favor me hacen rayitos!,2493
Saben porqué los magos no pueden tener hijos? R/ Porque tienen las bolas de cristal. Jajajaj,2494
"Iba un señor en un carro y le gritan ""señor lleva arrastrando una lata"" y el man responde "" no le escucho porque llevo arrastrando una lata""",2495
El tipo llega a la tienda y le pregunta a la muchacha que atiende.Tiene cebolla Cabezona?,2496
¿Cómo se llama la esposa de Osama bin Laden? - Estrella Torres ,2497
"Gay: ¿Se encuentra el doctor Vergara? Recepcionista: No, señor, Está usted equivocado. Aquí trabaja el doctor GUEVARA. Gay: ¡Caray! En qué estaría yo pensando (?) 😳",2498
"Un pollito estaba cansado, entonces dobló una patita para descansar pero siguió cansado así que dobló la otra y se cayó.",2499
"Mamá, mamá - Que pasó Los frijoles se están pegando - Déjelos mijo que se maten 🤭",2500
"-¡¡¡Doctor, Doctor!!! tengo el cuerpo todo lleno de pelos. ¿Que padezco? -Padece un osito 🐻",2501
Iba Bugs Bunny con Lucas.... Y se las gastó...,2502
Una legumbre que le ayuda a la gente a mejorar su calidad de vida es un cilántropo.,2503
- Aló? línea de emergencia? - Sí - Me acaban de pegar once puñaladas - Discúlpeme señor pero lo escucho cortado,2504
El tigre tony se miró a in espejo para ver zu-carita,2505
"Un oso cayó a una piscina, pero como era panda no se ahogó!",2506
Había una vez tampico que se fue a vivir a Cali y se volvió jugo del valle. Jajajajajjajajaja muy bueno.,2507
Que le dijo un pollito enojado a otro...... Caldito seas,2508
Habían dos ciegos peleando y un hombre que estaba viendo grito; DIEZ MIL AL DEL CUCHILLO... se termino la pelea,2509
"Habia una vez un Pastuso y dijo : . “.- Yo soy de Pasto”, y vino una vaca y se lo comió!",2510
"El gay de la cuadra cuando ve una vieja bien buena dice, Uy como será el papá",2511
"Iban dos lombrices caminando de paseo y charlando y de repente le dice una a la otra, ayy me duele el estómago y la otra le contesta. Serán lombrices.",2512
"Lucia conto: Íbamos en un carro convertible. Vertible se bajó y me quedé sola, solitaaaa",2513
Chistes pendejos de frutas: Habia una vez una piña colada y la sacaron de la fila. Habia una vez una uva pasa y la otra se le queda mirando. Ppr qué llora la cebolla? Porque se ba-nano,2514
¿Cuál es la diferencia entre una calculadora y una toalla? Que con la calculadora se calcula...,2515
Una uva pasa y........ .........otra la saluda,2516
"Un pez grande molesta y se quiere comer a peces chicos, llega uno y defiende los pequeños dándole una paliza al grande, ellos al verse salvados le preguntan: ¿ quién eres, como te llamas? Él dice: Jean Claude Van Camps",2517
- No mi estada Derivada; no te me salgas por la tangente que hay límites; hay límites....,2518
Porque en África cancelaron los Simpson? Porque los pasan después de comer,2519
-Porque las mujeres usan tacones? . Para estar a la altura del hombre,2520
"¿Puedes encontrar al negro? No, Porque es igual que el resto de nosotros, es broma, está en la carcel",2521
por que en haiti cuando estan por dar a luz ponen un recipiente de agua caliente al lado suyo? por si el bebe nace muerto se hacen un caldo,2522
"Abuela, ¿por qué tienes las orejas tan grandes? – Para oír mejor – ¿Y los ojos tan grandes? – Para ver mejor – ¿Y la boca? – Tu abuelo era negro",2523
"Por qué los Downs no pueden mirar películas de terror, por qué son paranormales",2524
"Ella estaba desnuda, que otra cosa pude haber hecho? La autopsia! La autopsia!",2525
"_Señora, puede bajar José a jugar a la pelota? _Que malos que son , si saben que no tiene ni brazos ni pie _si ,pero rebota re bien con la pared",2526
*un pendejito negro viendo un libro* jaja no entiendo un pingo mejor aprendo a robar,2527
Tu humor es tan negro que juega al basket,2528
Cual es el color favorito del negro? Robar,2529
"Una nena se cae de la hamaca,por que? Porque no tiene brazos Toc toc Quien es? La nena no",2530
Los negros no se convierten en ángeles cuando mueren porque si les ponen alas son murciélagos,2531
-Que hace un africano vomitando? -Presumiendo que comio,2532
Por qué la niña que no tenía brazos no se podía peinar? Porque también tenía cáncer,2533
¿Donde está mamá? ¡No se! ¿Donde está papá? ¡No se! ¡Que viva el orfanato San José! 😋,2534
cuanto calza un inválido? rodado 29,2535
"Iban, 2 judíos caminando libremente por Alemania, bien dicho, iban.",2536
Que estaría haciendo ahora Kurt Cobain? Arañando el cajón,2537
"Lo bueno de tener relaciones con una embarazada es que haces 2x1, ella y el bebe.",2538
Porque los negros tienen los dientes blancos? -Porque no comen.,2539
En que se parecen las torres gemelas y una lasaña? -Piso -Carne -Piso -Carne -Piso -Carne,2540
"Porque entramos la ropa cuando hay nubes negras? - porque se viene la tormenta?) - No, porque las nubes son negras e igual se roban la ropa",2541
que diferencia hay entre los que juegan al fortnite y las aborteras??? - que los dos festejan la kill,2542
Estoy más duro que infancia en Siria.,2543
Que hace un disléxico frase una formulando? Frase nada formular si sabe no una. Jajajajajaajajaja,2544
"Mamá mamá, ya no quiero conocer al abuelo. Cállate boludo y seguí cavando",2545
Mi viejo es mago transforma 12 lts de cerveza en 12 horas de abuso familiar... Na mentira no tengo viejo,2546
Cual es la diferencia entre un cura y el acné? Que el acné espera hasta los 12,2547
a qué juega una niña siria en el patio de su casa? al buscaminas,2548
Que diferencia hay entre un beso y un judío ? El judío siempre hace ruido,2549
"Muy fuerte imagen, pocos entenderán, hasta alla volo tu vieja",2550
Un negro y un blanco saltaron a la piscina El blanco se hundió pero el negro no. ¿Porque? Porque la mierda flota. Gane,2551
-Que tienen en común los negros y las bicicletas? - Que los dos funcionan con cadenas,2552
"Cuantos policías estadounidenses hacen falta para cambiar una bombilla? – Ninguno, todos se ponen a apalear la habitación porque es negra",2553
Cómo te das cuenta que un leproso te envia una carta? – Porque en el borde hay un pedazo de lengua.,2554
"-Mamá mamá que es lo que tengo??capricornio,virgo,libra +Cáncer hijo cancer",2555
Cual es la mayor causas de niños desaparecidos en Haití? El viento,2556
"Un calvo se topa con un jorobado y le dice: - ¿Qué llevas en la mochila? - Tu peine, imbécil",2557
Cuanto sale una silla de rueda? 2 gambas,2558
"Tres negros van en un auto,¿Quien maneja? La policía xdxd",2559
Cual es el programa favorito de Sergio Denis?? Ahora caigo,2560
-Que es muy largo y negro? -La fila para cobrar planes sociales,2561
Sabías Que los simpson no son los únicos Que predicen el futuro? + y quien más lo hace? Muestra una foto de un bully diciendole date por muerto a Cameron Boyce,2562
"Me está andando el wifi mal, espero que no se caiga como Chapecoense",2563
Xq no existen negros dawns? Xq dios no castiga 2 veces,2564
No de aquí no me voy. Esta carta te salva de irte al infierno de haberte reído de algo moralmente incorrecto,2565
Por que existe el chocolate blanco??? Para que se ensucien los negros...,2566
Churros churros lleve sus churros mientras lee los comentarios,2567
"Esta es la comida tradicional en mi país, pero Abdul, el plato está vacío. Lo sé",2568
"cuántos colores tiene un semáforo? cuatro: rojo, amarillo verde y el negro q limpia los vidrios ;)",2569
Quien vive en una piña debajo del mar?? Los sirios que no llegaron a Europa,2570
"El humor negro es como las piernas: algunos las tienen, otros no",2571
-señora su hijo puede salir a jugar? +pero si no tiene brazos ni piernas -pero sabes como rebota contra el piso,2572
¿Por qué los sordomudos se masturban con la mano izquierda? Porque gimen con la derecha,2573
Qué le dice un mudo a otro mudo? - - -,2574
"El otro día pase caminando por una calle y habían dos pobres pegandose con unos ladrillos, y nada, me fui rápido porque no quería interrumpir su pelea de almohadas.",2575
Que es un leproso en una pileta? Una pastilla esfervescente,2576
Cuál es la ventaja de salir con una bizca? Que mientras te tira la goma te cuida la moto,2577
Que hace Ana Frank en el pasillo de jabones? Una reunión familiar,2578
Como metes cien negros a dentro de un fusca? Tiras una galletita,2579
When encuentras un libro de cómo tener novia en 7 pasos pero eres inválido: Por un demonio lo que faltaba,2580
"Donde hay mas africanos, en el norte o en el sur? Depende para donde sople el viento",2581
Por qué EEUU no bombardea África? No encuentran un blanco,2582
"Yo: Había una vez un osito que fue a la plaza, se subió a la hamaca y se cayó. Les dio gracia? Ustedes: No Yo: Al osito tampoco",2583
Que corre más rápido que un negro con un tele? Su hermano con el DVD,2584
Que le regalaron al nene sin brazos para su cumpleaños? ... ... No sé sabe porque todavía no lo pudo abrir.,2585
Que tienen de parecido mi viejo y el jugo?? Que si lo mezclas con alcohol pegan mas fuerte,2586
María Eugenia Vidal padece de COVID-19 por no usar barbijo y horacio la rreta,2587
Por qué Hitler mataba primero a los judíos y después a los negros? Por qué priemero esta el deber y después la diversión.,2588
"Un tipo entra en el dormitorio y le dice a su mujer: -¡Ah, muy bonito! Yo como un estúpido buscando el cinturón por toda la casa, y tu aquí ahorcada con él, ¡no te jode!.",2589
"-Mama mama, el abuelo es colorado? ~No hijo. -Entonces se cago un tiro",2590
"+ Dime la verdad, ¿Tienes otra? - No + No me mientas ¿Tienes otra? - ¡ Que no gorda! No tengo más empanadas, ya te comiste 5, no jodas. Jajajajajajjaajaja",2591
-papá papá ¿qué es el humor negro? -bueno hijo ¿ves a ese hombre sin piernas? -pero papá soy ciego -exacto,2592
"Que diferencia hay entre papa noel y un judio? -Que papa noel entra por la chimenea, y el judio sale",2593
"La comida es como un pete, si lo hace tu abuela es mejor",2594
Porque en africa los tachos de basuras estan pintados de naranja y amarillo? -Asi piensan que estan comiendo en mcdonald's,2595
"Si eres gorda evita ponerte ropa de ""militar"", pareces tanque de guerra",2596
"Hija que quiere para tus 15 años? - yo quiero un vestido que me quede apretado en el torso para que se me vean bien los senitos, quee quede ajustadito en la cintura para que se vea bien la figura y largo largo largo para que no se vea la silla de ruedas.",2597
"Mama mama, de grande quiero ser bailarina... -y ademas de paralitica pelotuda",2598
-Cuál es el deporte preferido de los curas? - no sé cuál? -El golf -porque? -porque todos los agujeros tienen menos de dieciocho,2599
q es verde tiene alas y no vuela???? el avión del chapecoense,2600
"Si tengo 10 manzanas y Gerardo me roba 4 ¿De qué color es Gerardo? Blanco, si fuera negro se robaría todas",2601
Por qué los niños de África no tienen regalo en navidad? Por qué niño que no come no tiene regalo.,2602
Que hace un tornado en africa? Una chocolatada. Bue era malardo,2603
"La otra vez conocí una chica judía y me pidió mi número, yo le dije que acá nos tratamos por el nombre",2604
Cómo te das cuenta que el manco no encontró su consolador? *Porque tiene el muñón lleno de caca,2605
Había una vez un pez que quería ser locutor…Pero salió al aire y murió 😢,2606
¿Que tiene Woody en el celular? Un buzón de Buzz,2607
Que es un pelo en una cama?: un “vello” durmiente 😂,2608
Cómo se llaman los zapatos que usa flash para dormir? ... Sus pantuflash🫣,2609
"El sargento le dice al soldado:“Soldado, ice la bandera”Y el soldado le responde:“Ay pues le quedó bien bonita sargento” 🥁",2610
—Parece que su tos ha mejorado. —Es que estuve practicando toda la noche.,2611
"-Doctor, ¡tengo el hueso afuera! -Dígale que pase.",2612
"- ¿Cómo se llama el café que estuvo en la cárcel? -Cafe ex-presso JAJAJAJAJAJAKKSL No mms que bueno está Saludame jordi, aprovechando que no hay mucha gente aún 😭",2613
-Necesitamos apoyo +Ya pollo va en caminooo,2614
"Llega una persona que le gustan muchos los clubes. - Disculpe, este es el club de los Nostálgicos? - Sí, pero ya no es lo que era. 😂😂😂",2615
"- ¿Cuál es el animal más antiguo? + La cebra, ¡porque está en blanco y negro!🥴😂",2616
"-Que te pasa? Porque lloras tanto? Se murió alguien? -No, vengo de una entrevista con Yordi 😪",2617
"—Hijo, sal del coche y fíjate si funcionan las intermitentes.—Ahora sí, ahora no, ahora sí, ahora no, ahora sí, ahora no…",2618
-¿Cuál es el género musical favorito del tomate?-La salsa.,2619
¿Cuál es la diferencia entre un volcán y un terremoto? . . . Que el terremoto ensucia Y el volcán lava 🌋Saludos 🤗,2620
-perdone es usted clara? -claro -ah perdón señor,2621
¿con qué se emborrachan los pingüinos? con Licor del Polo,2622
"Eliminar correos no deseados es súper fácil, spam comido.",2623
"¿qué hace un pez en el cine? nada, es un MERO espectador",2624
"DOCTOR CAMPANA, DOCTOR CAMPANA, SU NOMBRE ME SUENA",2625
-¿A ti te parece bonito? -Sí... -Pues es atún,2626
-nivel de inglés? -excelente -traduzca un zapato -a shoe -Jesús -gracias -de nada hombre,2627
-está bueno el puré de la abuela? -sí pero la echo de menos,2628
¿cómo se llama el hermano vegano de Bruce Lee? Broco Lee,2629
-perdone es el club de los despistados? -señor esto es un restaurante,2630
-perdone es aquí el club de los bordes? -pirdini is iqui il clib di lis birdis???,2631
¿sabéis que le da un condón normal a un condón roto? las condonlencias,2632
-cariño la cisterna pierde -bueno tú dile que lo importante es participar,2633
qué dice una cereza mirándose al espejo? ceré eza??????,2634
"se abre el telón y aparecen dos flanes discutiendo, se cierra el telón cómo se llama el cantante????? Flan Pelea",2635
qué le dice un pene flácido a uno erecto????? tío no te precipotes,2636
¿cuál es el peinado favorito de los carteros? los tirabuzones,2637
-perdone la calle saboya???? -pues depende de la intensidad con la que camine la gente señor,2638
qué le dice el 0 al 8?????? bonito cinturón,2639
¿Que es una gamba tirando piedras? Una GAMBERRA,2640
"- Frodo, estamos en peligro! Se acercan los orcos, tu espada se ha puesto a brillar! - Usted no hace falta ni que sople, por favor estacione el vehículo ahí a la derecha.",2641
"Qué le dice una foca a su madre? I love you, mother foca",2642
-Que hace Michael Phelps? -Nada.,2643
Te sabes la canción de teta? No Te la toco?,2644
*vengo a hacer la revisión del gas. -¿vestido de bombero? * ahí de verdad Mari que yo para estas cosas no valgo.,2645
"-Sales, minerales? -No, estoy castigada",2646
"-Sócrates, Sócrates ¿hay agua ya en la piscina? - Solo sé, que no se nada.",2647
¿Cuál es el segundo programa favorito de Batman? El diario de Batricia,2648
¿Cuál es el tercer programa favorito de Batman? CSI Baticano,2649
¿Cuál es el colmo de Batman? Que le Robin,2650
"¿Cuál es el segundo colmo de Batman? Yo que se tio, déjame en paz.",2651
"Una vez Batman dio una patada giratoria tan rapido que superó la velicidad de la luz y la velocidad absurda, viajó atrás en el tiempo y mató a Kennedy.",2652
Hola tienen zapatos del 36. No señora de la guerra ya no nos queda nada.,2653
Seguid avanzando.!!! Y Vanzando no conocía el camino y se perdieron . . .,2654
Que se pone superman para salir.....super fume,2655
Como son los hijos de superman?.....super mancitos,2656
"Mi abuela en el banco: -Quiero sacar 500 pesos -En ventanilla mínimo $2000, si quiere menos tiene que usar el cajero - Es que no sé - Bueno venga otro día y un compañero le enseña - bueno deme 2000 - Aquí tiene, alguna otra operación - Si, quiero depositar 1500",2657
No te sabes el chiste del pescador? Es la caña,2658
"~ hola, vengo a la reunion para gente ansiosa? ~ es mañana señor...",2659
"Jajajaja hay algunos de toda la vida y otros que no sabía. Me guardo el hilo para contárselos a mi hija, es mi público más agradecido.",2660
"Este es un borracho que llega a su casa y cuelga su chubasquero en la puerta , contemplandolo desde el sofá ve que se cae , y dice en su mente menos mal que no me lo había puesto . Orgien desconocido",2661
Va un caracol 🐌y derrapa,2662
Un gallego se para debajo de un semáforo y dice ¡coño! ¡Que árbol de navidad más tonto!,2663
¿Qué es un un puntico rojo en una esquina? Un tomatico regañadito. JAJAJAJAJAJAJAJAJA,2664
"Cual el es lapiz que mata?? ""lapiztola""",2665
¿Qué unta Batman en las tostadas? Marsupilami,2666
¿Cuál es el programa favorito de Batman? La Batidora,2667
 - Abuelita ¿qué hace? - Aquí hija esperando a que venga el PP a pedir el voto,2668
"A ti esto te parece bonito? Pues no, la verdad, no me parece bonito de tu parte - Efectivamente no era bonito, era atún - Mmira es que te tendría que bloquear otra vez",2669
"En mi generación seguramente NO EXISTE un ser vivo al que su mamá no le haya dicho alguna vez: ""Chayanne es tu papá"" 😂😂",2670
 - No vas a salir - Hazle caso a Chayanne - Bueno pero un ratito,2671
El chiste lo subes a parte o que hijo de tu puta madre,2672
Deja de tocar y pégale,2673
"Mi novia me termina brutalmente por videollamada, El rpsm de wasa: Cuantas estrellas?",2674
"Trabajadores flacos, gobernicolas gordos",2675
"Gobiernos, derechos humanos no son desintegrados, pero los bots y el spam si",2676
Nada más satisfactorio que hacer enojar a un chairo,2677
"La comida te proporciona energía, yo después de comer: dormido",2678
Tienes un problema legal ¿A quién llamas? Al licenciado pugberto o al licenciado gallardo?,2679
Cuando te dejaste amarrar y la ves venir con el consolador: Triste,2680
"La piña endulza la leche, no el azúcar",2681
¿Y si vendo cartulina los domingos por la noche?,2682
Tu lo que buscas es verga. No nos hagamos tarugos,2683
"Mi suegro perdiendo contra el ladrón que entró a su casa, yo saliendo del closet de su hija:",2684
A continuación el alumno de 4B que hará la representación de Juan Escutia,2685
Desde aquí se te ve lo putrijilla,2686
Rio: Fluye Castores: Pondré fin a esta tontería de inmediato,2687
"Vuelvo en 20 minutos El perro: Bueno, se ha ido para siempre, solo me queda una cosa por hacer, destruirlo todo",2688
"Usar preservativo, tomar pastillas anticonceptivas, hacerlo de noche mientras los espermatozoides están dormidos",2689
"Se escucha un trueno, mi mamá en corto: Desenchufa todo",2690
¿Qué le paso a la tía Helen? La mataron los zetas,2691
"Soy gay, soy gay, soy gay, le voy a las poderosas Águilas del América",2692
Llevo 2 años pagando Pornhub y nunca había visto una mamada como la que acabas de entregar,2693
"Aquí son muy machistas, mejor me voy, ARREEEE",2694
"Un pinche calvo, cualquier persona racional le pega",2695
Dora la Exterminadora: Arnold Schwarzenegger,2696
Mi cara cuando un pibe se queja de los nuevos KOF y alaba al KOF 2002 contandome su infancia tercermundista de las tortillas por 341481346815 vez,2697
Yo atascado en todos los pedos en los que me meto:,2698
"Y recuerda no eres Prieto, vienes polarizado, animo caldo de frijol",2699
Si la lengua es un músculo quiero que tu panocha sea un gimnasio,2700
Yo en mi trabajo con verdaderos afultos que mantienen familias y yo solo quiero dinero para malgastarlo en mí,2701
Borracho desenterro a su amigo para llevarselo a tomar: Ese es un verdadero amigo,2702
"Fotos de OVNIS borrosas, fotos de planetas 1000 años luz claras",2703
"Prietos tus codos, yo soy color canela tentación",2704
"Contamos con excelente ambiente laboral, el ambiente laboral: Una orgía",2705
" - Una orden de tacos, pero con la salsa que no pica - Claro que si joven ¿En plato normal o de princesa de Disney?",2706
" - Señor, aquí venden cigarros - Si joven, aquí vendemos - Está mi papá?",2707
El único progreso que estoy teniendo es hacia la demencia.,2708
 - Bienvenido a México amigo haitiano - No mms vivo en Ecatepec,2709
Mi hijo es un pendejo apoya la reforma judicial y ni leer sabe,2710
Me enamoré de cada uno de tus lunares - Es viruela del mono cuchurrumín,2711
"Tommy Lee Jones siempre tiene cara de que su hijo le acaba de decir ""Es un honor estar con López Obrador""",2712
"La esquina se ve muy sola, pintemos unas putas",2713
"A cuánto la PEPSI, grandota como de este vuelo?",2714
"Que mala vibra traes we, tomate un licuado de cuarzos o algo",2715
Kepedo we ando bien humano we,2716
Un cerdo dice vas a medio camino panzón,2717
"""Soy mujer y el que no me crea me puede rascar los huevos!"" ",2718
Que perra para ser tan pendeja.,2719
"Como pensaba llegar a viejo bien feo, como va pintando el panorama estando bien sexy y bonito",2720
"Que el desodorante diga 48 horas no significa que hay que desafiarlo, date un baño papito lindo",2721
El profesor de la materia de relleno: De mañana un informe de lecturs del pdf que mandé - El profesor que tiene la materia del nombre de la carrera: qué sección es esta?,2722
El vecindario donde bandas estadounidenses hacían canciones de miseria: San Francisco - El barrio donde Juan Gabriel compuso Buenos días señor sol es un cochinero,2723
"Mejor callese carbón, usted fue papeado",2724
Ni las luchonas te quieren y eso que las luchonas aceptan a cualquier proveedor,2725
"Quiero crear un movimiento de gente cansada de todo, un movimiento hartístico",2726
Un supervisor de área bien gordo y la morra que le gusta bien bonita,2727
Dile yaaaa a tus papás que no van a regresar,2728
"Un pug dice: ahorita no joven, estoy viendo porno y está viendo dos pugs acostados",2729
"El orden de los factores no altera el producto, mientras tanto Chikapu bien feo",2730
que alguien por favor suba el de: .- Y tu puta cara era necesaria en el vídeo?,2731
Viruela del mono llega a Torreón y golea 3-0 al Santos Laguna,2732
"El maestro: dejen de bailar o llamo a sus papás, solo bailan el sordo y el huérfano",2733
"Y si no le gusta el gobierno, bien pueda arranque para Argentina para que le paguen el salario con leche.",2734
Sonic el Dr se quedó sin dinero y ahora me quiere vender al fierro viejo por piezas,2735
"Ahora no hay tiempo para tu bajón emocional, tienes que hacer dinero beibi",2736
Mi compa planeando el fin de semana: sexo pornográfico,2737
Tienen que dejar de fijarse en el físico y empezar a fijarse en los memes que uno pone,2738
El wey del trabajo contándome que debe mantener a su familia - Yo que solo me metí para comprarme una moto,2739
"Amor prohibido murmuran por las calles, porque somos de distinttas sociedades",2740
Carnal a nadie le importa a quien apoyas en la casa de los famosos,2741
"Por qué no me llega mi pedido, si lo pedí por estafota?",2742
"Esto no es un meme, es una opinión personal tuya",2743
"Soy ese, soy ese, soy talla ese",2744
"Ah perro, traes la gema del hambre",2745
Mi vrga me ha llevado a lugares a los que no iría ni con un arma,2746
Aquí estudiando como si el país tuviera futuro,2747
"Ahorita no dormir puedo, ah, pero no estuviera yo en el jale, porque hasta me duermo parado",2748
Un calvario lleno de calvos y una barbarie llena de barbas,2749
Me dijeron que pa no dormirme me comprara unos pericos… pero estos pendejos igual se vienen durmiendo,2750
"No se, espero haberte ayudado",2751
Los incomparables comparándose de nuevo,2752
"Así es papito, ya me vale vrga estar en buró de crédito",2753
"Este hijo de puta salió del agua, y ahora tengo que estudiar una carrera",2754
Ya saquen la ensalada de manzana,2755
Te cuesta 0 pesos ser amable - No me alcanza chinga tu madre,2756
"Es una trampa, le van a robar sus memes",2757
Cuando tu papá quiere que partas el pastel con el mismo cuchillo con el que los amenazó anoche,2758
Tantos años de andar en bus y todavía me siento donde da el sol aparte de pobre pendejo,2759
Si iron man fuera de Tenosique: Jarvis vamos a vender queso,2760
"No te voy a seguir rogando, si me contestas bien, si no, ahí te va otro mensaje",2761
Donde pongo el ojo vivo la peor experiencia amorosa de mi vida,2762
Mis amigos en internet: Te quiero conocer en persona - Yo sabiendo que soy un gato domesticado con acceso a internet público,2763
Yo viendo como 2 compañeros se pelean porque ninguno me quiere en su equipo,2764
"Yo a los 8 años prendiendo la luz del auto, mi papá pegándome:",2765
"Queremos tranquilidad, putas fuera dijo el viejo",2766
Perro callejero se enoja al ser llamado gufi ajio ajio,2767
"Si te voy a contestar, solo dame un mes",2768
Eres open mind? Open dejo?,2769
Países donde el presidente se quita poder sobre los jueces y lo llaman dictador: México,2770
Por ahí se cagaron y no fue de la risa,2771
No te quiero ver pedo el 15 y 16: nos vemos el 17,2772
" - Paaa me perdí de la excursión pero esta amable señora (una actriz porno) me está cuidando - Hijo mío aún eres joven para comprenderlo, estoy orgulloso de ti",2773
"Algunos vatos saben hacer buenos memes, pero algunos vatos no",2774
Como dijo el perro de apoyo emocional: Usted vino al mundo a triunfar no andar haciéndose pendejo,2775
Yo sentándome en una máquina para ejercitar. Los niños brócoli de la nada: te falta mucho bro?,2776
"Si coger es rico, diganle a coger que lo vamos a expropiar",2777
La vieja confiable: confía en mi we,2778
Estamos recogiendo firmas para evitar que mañana sea lunes,2779
Te dijeron que no podías ser pendejo y te lo tomaste como reto. Hijo de tu puta madre,2780
" - Loko, me lo pasas? - Las patatas? - No, la mesa - Le tira la mesa",2781
"Como dijo el conejo de Duracell, esta semana si me pongo las pilas",2782
"Mmmm que ojete, el amarillo está re callado, el amarillo: e que sou brasileiro",2783
Podré estar pendejo pero yo al menos no compré WinRAR,2784
"Con barba me veo 10 veces más guapo de lo normal, lastima que 10x0 = 0",2785
"Saludame a tu puta madre bro, la muy perra dio luz a un verdadero comediante",2786
Estoy vivo por 2 cosas: Porque nací y porque todavía no me muero,2787
"Y recuerden, si te suicidas te mueres y dejas de vivir",2788
"Usar ropa es de geis, porque la ropa sale del closet y eso es muy erso",2789
"La gente es muy desagradecida, si te llevo el café a la cama lo mínimo que debes decir es gracias, en lugar de ""cómo entraste a mi casa?""",2790
"La que me gusta se ha quitado la foto de perfil y no le llegan los mensajes, creo que le gusto",2791
"No entiendo que problema tiene mi familia con que juegue a hacer castillos de arena con mi abuela, el mundo es libre y puedo hacer lo que quiera, y si no te gusta te vas a otro crematorio",2792
Típico despertar cada mañana y ver cómo caen bombas atómicas a Israel,2793
"Hijos de puta me acaban de ofrecer sexo a cambio de recomendar una marca de detergente, desde luego no he aceptado porque tengo dignidad y mi voluntad es fuerte, tan fuerte como mi Ariel líquido que con solo 1 cazo elimina todas las manchas de tu ropa dejando un suave aroma.",2794
Un corazón vale 442000 y yo te estoy dando el mío gratis,2795
"Si ves a 2 gatos peleando, pon música de Linkin Park de fondo",2796
No hay cumpleaños sin cum porque si no sería pleaños,2797
"Hola chica, para mi eres una puta: Princesa única tierna y amorosa",2798
"Dios me dio la vida, pero momazos diego las ganas de vivirla",2799
A trabajar porque dios me hizo guapo pero no rico,2800
Si fuiste violado de pequeño deberías sentirte afortunado por evitar todos los spoilers acerca del sexo antes de follar,2801
"Sonic despierta, necesito que me sigas en twitch mis papás me quieren obligar a buscar un trabajo",2802
"Hoy mi dija se acercó y me dijo cuando crezca quiere ser bailarina, que linda, además de ser paralítica es pelotuda",2803
Sabías que las palomas mueren al tener sexo? Al menos la que me follé si,2804
3 horas es un poco excesivo no? Yo de ti iría al médico,2805
Chavales tengo ganas de ver una película con mi novia? Me recomendaís una novia?,2806
Me llaman frio y no entiendo aún porque no tengo frío,2807
"Los furros son como esos resortes, no sirven para nada pero se ven graciosos cuando los tiras por las escaleras",2808
"Los fanfics de Goku son como los Iphones, son la misma mierda pero los fans no se dan cuenta",2809
"Amigo, eso está muy heavy pero no te pregunté",2810
Adivinad quien tiene 25 llamadas perdidas de su ex? Efectivamente mi ex,2811
"Si me dieran 1 euro por cada vez que me dicen guapo, tendría 2 gracias a mi mamá y mi abuela",2812
A mi no me digas BYE porque pienso que significa Ben y establezcamos una relación para siempre y me ilusiono,2813
"Quedate con esa persona que se quede contigo, porque si no se queda contigo pues no te puedes quedar con esa persona",2814
"Racismo? Pero mi pana, somos células hechas de moléculas y en cierto sentido todos partimos de lo mismo",2815
"Si fumas vaper pensanso que es sano, lamento decirte que es igual o peor que el tabaco disfruta el cáncer de pulmón :D",2816
Si no fueras pendejo ¿Qué te gustaría ser?,2817
"Los que se burlaban de mi por ser feo en primaria, que sepan que las cosas han cambiado y que no estoy en primaria",2818
Como vas a ser intolerante a la lactosa? Tolerala y listo bro no es tan difícil un saludo mastodonte.,2819
"Hola chikibeibi, ya no hagas ejercicio total, siempre corres en mi mente",2820
"Sabías que el corona virus al revés es surinavordc que no significa nada, igual que lo que sientes por mí",2821
No le meto dineor a los juegos free to play porque si tuviera dinero me compraría un dinero de verdad y no andaría jugando dineros free to play,2822
"Sonic dice, la homofobia es estupida por qué te enojas de que le dan pito a otro y eso son celos.",2823
"Mañana será 02 02 2020 que se lee igual tanto de atrñas como hacia delante como de delante hacia atrás, que casualidad, follamos?",2824
Que me has contestado después de 8 horas? Pues ok ahora te esperas 2 minutos.,2825
Que significa onvres y por qué las chicas de 14 años sin figura paterna lo dicen tanto???,2826
"Si un día te encuentras con alguien homosecual no te burles de él, solo tienes que llevarlo al manicomio más cercano y serás buena persona",2827
"Si algún día te encuentras con un fan de UNDERTALE, no te burles de él, solo llevalo al hospiital psiquiátrico y más cercano y serás una buena persona",2828
No puedes cambiar tu pasado pero aún puedes arruinar tu futuro,2829
"Que locura, han detenido al panadero por vender DNIs falsos",2830
Porque Facebook me pregunta ¿Qué estás pensando? Si siempre estoy pensando en ti,2831
"Estoy re orgulloso de vos amigo, sos re fachero y la tenés re grande además sos alto pibe y tenés a todas las minas atrás, no dejes que nadie te tire para abajo y recordá que si hay un abajo hay un arriba y vos estás en la cima rey, nada un beso enorme y un abrazo a tu familia, cuidate mucho.",2832
No digan pito porque luego viene el que se cree nazi y te lo arranca a mordiscos.,2833
